Registration Date,Matching Fields,收货人,收货人所在国家,Consignee Full Address,Consignee Profile,Consignee Trade Roles,发货人,Shipper Full Address,Shipper Email 1,Shipper Phone 1,Shipper Website 1,Shipper Profile,发货人贸易角色,Origin Country,HS Code (Original Format),hs_2,HTS 海关编码,Goods Shipped,Item Quantity,Item Quantity Unit,重量 (公斤),价值 (美金)
2020-01-30,HS Code (2-digit),Jabil Circuit Indonesia,Indonesia,"Jl. Soekarno-Hatta No.35, Kec. Panyileukan, Kota Bandung, Jawa Barat 40615, Indonesia",https://panjiva.com/Jabil-Circuit-Indonesia/86437686,Manufacturer,Murphy Nolan,3060 WILLIAM STREET CHEEKTOWAGA NY 14427 1920,,,,https://panjiva.com/Murphy-Nolan/86785907,,United States,7222.2,72.0,72222090,4.0000M (2K) 9.5250 MM X 3.0464 M R/L STLS.STEEL ROUND BAR 304/304L COLD FINISHED BAIK/BARU,3.6557,MTR,0.7788,12.07
2020-01-30,HS Code (2-digit),Jabil Circuit Indonesia,Indonesia,"Jl. Soekarno-Hatta No.35, Kec. Panyileukan, Kota Bandung, Jawa Barat 40615, Indonesia",https://panjiva.com/Jabil-Circuit-Indonesia/86437686,Manufacturer,Murphy Nolan,3060 WILLIAM STREET CHEEKTOWAGA NY 14427 1920,,,,https://panjiva.com/Murphy-Nolan/86785907,,United States,7228.5,72.0,72285090,"STEEL,1.8200M (89K) 88.9000 MM X 1.8200M + 1/8-0.0000 ALLOY ROUND BAR 4130 HOT ROLLED HEAT TREA BAIK/BARU",89.0,KGM,62.2698,965.11
2020-01-29,Goods Shipped,Schlumberger Geophysics Nusantara,Indonesia,"3, Jl. Gatot Subroto No.42, RT.3/RW.2, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, Indonesia",https://panjiva.com/Schlumberger-Geophysics-Nusantara/86460009,Manufacturer,Petroleum Equipment Supllies Fz,PO BOX 262644 JEBEL ALI FREE ZONE DUBAI AE,,,,https://panjiva.com/Petroleum-Equipment-Supllies-Fz/86783769,Wholesale,United States,8538.9,85.0,85389020,CONNECTOR ROD 3.72 L FEMALE 8-32 REVISION WKMX23921Z,7.0,PCE,2.3956,517.66
2020-01-29,Goods Shipped,Pro Health International,Indonesia,"Komp. Duta Merlin, Jl. Gajah Mada, RT.2/RW.8, Petojo Utara, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10130, Indonesia",https://panjiva.com/Pro-Health-International/86433643,,Allied Healthcare Products Inc.,"1720 Sublette Avenue, St. Louis, MO 63110, USA",,+1 800 444 3954,,https://panjiva.com/Allied-Healthcare-Products-Inc/26624340,Manufacturer,United States,9018.9,90.0,90189090,"72"" SUCTION TUBING WITH BLUE TIP 50/CASE ( TYPE /UKURAN : S615725D) NO URUT: 81",12.0,CS,5.7956,556.72
2020-01-29,Goods Shipped,Schlumberger Geophysics Nusantara,Indonesia,"3, Jl. Gatot Subroto No.42, RT.3/RW.2, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, Indonesia",https://panjiva.com/Schlumberger-Geophysics-Nusantara/86460009,Manufacturer,Petroleum Equipment Supllies Fz,PO BOX 262644 JEBEL ALI FREE ZONE DUBAI AE,,,,https://panjiva.com/Petroleum-Equipment-Supllies-Fz/86783769,Wholesale,United States,8538.9,85.0,85389020,CONNECTOR ROD 3.72 L FEMALE 8-32 REVISION WKMX23921Z,2.0,PCE,0.6844,147.89
2020-01-28,Goods Shipped,Sugimura Chemical Indonesia,Indonesia,"Telajung, West Cikarang, Bekasi, West Java, Indonesia",https://panjiva.com/Sugimura-Chemical-Indonesia/86458890,,Sugimura Chemical Industrial,124 1CHOME MARUNOUCHI NAKAKU NAGOYA 4600002ED,,,,https://panjiva.com/Sugimura-Chemical-Industrial/86778188,Manufacturer,United States,3811.29,38.0,38112900,"ANTIRUST ADDITIVE, 2 D/M R-72",344.0,KGM,900.0,2187.82
2020-01-28,Goods Shipped,Trasindo Murni Perkasa,Indonesia,"Janju, Tanah Grogot, Paser Regency, East Kalimantan, Indonesia",https://panjiva.com/Trasindo-Murni-Perkasa/86467296,,Samtan Usa,"910 Roosevelt STE 250, Irvine, CA 92620, USA",,,,https://panjiva.com/Samtan-USA/86784386,,United States,8708.99,87.0,87089919,DRIVELINE - P/N# RT459-7-72 / KELENGKAPAN LAINNYA U/KEND.BERMOTOR KD: BAIK & BARU,10.0,PCE,61.0027,2469.08
2020-01-28,Goods Shipped,Martin Supra Engineering,Indonesia,"Jl. Bandara Mas No.16-1, RT.004/RW.003, Selapajang Jaya, Kec. Neglasari, Kota Tangerang, Banten 15127, Indonesia",https://panjiva.com/Martin-Supra-Engineering/86430725,,Martin Engineering,"1 Martin Place, Neponset, IL 61345, USA",,+1 309 852 2384,,https://panjiva.com/Martin-Engineering/24033737,,United States,8431.39,84.0,84313940,"35897-7211BR, MARTIN QC #1 XHD 72 [1829] SOLID BROWN BLADE 66.00 LONG",5.0,PCE,234.4145,2312.47
2020-01-28,Goods Shipped,Martin Supra Engineering,Indonesia,"Jl. Bandara Mas No.16-1, RT.004/RW.003, Selapajang Jaya, Kec. Neglasari, Kota Tangerang, Banten 15127, Indonesia",https://panjiva.com/Martin-Supra-Engineering/86430725,,Martin Engineering,"1 Martin Place, Neponset, IL 61345, USA",,+1 309 852 2384,,https://panjiva.com/Martin-Engineering/24033737,,United States,8431.39,84.0,84313940,"35897-7211, MARTIN QC #1 XHD 72 [1829] SOLID ORANGE BLADE 66.00 LONG",5.0,PCE,198.335,1956.55
2020-01-28,Goods Shipped,Martin Supra Engineering,Indonesia,"Jl. Bandara Mas No.16-1, RT.004/RW.003, Selapajang Jaya, Kec. Neglasari, Kota Tangerang, Banten 15127, Indonesia",https://panjiva.com/Martin-Supra-Engineering/86430725,,Martin Engineering,"1 Martin Place, Neponset, IL 61345, USA",,+1 309 852 2384,,https://panjiva.com/Martin-Engineering/24033737,,United States,8431.39,84.0,84313940,"35897-7211BR, MARTIN QC #1 XHD 72 [1829] SEGMENTED BROWN BLADE 66.00 LONG",3.0,PCE,140.6485,1387.48
2020-01-27,HS Code (2-digit),Jatim Taman Steel Mfg.,Indonesia,"Jl. Raya Taman No.1, Taman, Kec. Taman, Kabupaten Sidoarjo, Jawa Timur 61257, Indonesia",https://panjiva.com/Jatim-Taman-Steel-Mfg/86437630,Manufacturer,"Stamcorp International Pte., Ltd.","180, CECIL STREET, #09-02, BANGKOK BANK BUILDING",,,,https://panjiva.com/Stamcorp-International-Pte-Ltd/42680321,Wholesale,United States,7204.49,72.0,72044900,PLATES AND STRUCTURES STEEL SCRAP,505.039,TNE,505039.0,142926.04
2020-01-27,Goods Shipped,Bahtera Indo Makmur,Indonesia,"Jl. Yos Sudarso No.46, Sukaraja, Kec. Telukbetung Selatan, Kota Bandar Lampung, Lampung, Indonesia",https://panjiva.com/Bahtera-Indo-Makmur/86452672,,Master Logistics Pte,50 CHANGI SOUTH STREET 1 BBR BUILDING SINGAPORE 4,,,,https://panjiva.com/Master-Logistics-Pte/86790363,Logistics,United States,9603.9,96.0,96039040,"LAUNDRY PARTS, BRUSH #72 WHITE NYLON",72.0,PCE,30.2524,211.6
2020-01-27,Goods Shipped,Meprofarm,Indonesia,"Jl. Soekarno-Hatta No.789, Babakan Penghulu, Cinambo, Kota Bandung, Jawa Barat 40293, Indonesia",https://panjiva.com/Meprofarm/86433063,Manufacturer,Clinigen Sharp Corporation,"7339 Industrial Blvd, Allentown, PA 18106, USA",,,,https://panjiva.com/Clinigen-Sharp-Corporation/86673795,Manufacturer,United States,3004.9,30.0,30049099,"FEVERALL 80MG, MA#: 51672-2114-4, LOT: L906027 (PARACETAMOL 80MG, SUPPOSITORIA, 72 PACK @6 SUPP",72.0,PK,15.0,576.0
2020-01-24,Goods Shipped,Smith Tool Indonesia,Indonesia,"LT 46, Jl. Gatot Subroto No.42, RT.3/RW.2, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, Indonesia",https://panjiva.com/Smith-Tool-Indonesia/86460377,Manufacturer,Smi Oilfield Technology Products Fze,PO BOX 17120 JEBEL ALL FREE ZONE DUBAI,,,,https://panjiva.com/Smi-Oilfield-Technology-Products-FZE/86782635,Manufacturer,United States,8479.89,84.0,84798940,"PUMP DOWN DISPLACEMENT PLUG, 13-3/8 IN, 68-72 LBS/FT, PDDP-V6- BAIK",2.0,PCE,214.0053,54670.43
2020-01-24,HS Code (2-digit),Batam Teknik,Indonesia,"Hang Nadim Airport (BTH), Jl. Hang Nadim No.01, Batu Besar, Kecamatan Nongsa, Kota Batam, Kepulauan Riau 29466, Indonesia",https://panjiva.com/Batam-Teknik/86450907,,Lion Mentari Airlines,JLN GAJAH MADA NO 7 GAMBIR JAKARTA PUSATED,,,,https://panjiva.com/Lion-Mentari-Airlines/86672277,,United States,7223.0,72.0,72230090,LOCKING (QTY:1 RL) P/N:MS20995C25                                                              -              -              -,1.0,NRL,0.8,6.55
2020-01-24,Goods Shipped,Cosl Indo,Indonesia,"Jl. Setiabudi Raya, RT.2/RW.2, Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12910, Indonesia",https://panjiva.com/Cosl-Indo/86452189,,Cosl Prospector Pte,3 BENOI ROAD COSL SINGAPORE BASE SINGAPOR 629877,,,,https://panjiva.com/Cosl-Prospector-Pte/86672747,Wholesale,United States,8431.49,84.0,84314990,"FILLISTER HEAD BRASS , SCREW, 0-7601-1080-72",60.0,PCE,3.0679,287.91
2020-01-24,Goods Shipped,Cosl Indo,Indonesia,"Jl. Setiabudi Raya, RT.2/RW.2, Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12910, Indonesia",https://panjiva.com/Cosl-Indo/86452189,,Cosl Drilling Panpacific,3 BENOI ROAD SINGAPORE 629877,,,,https://panjiva.com/Cosl-Drilling-Panpacific/86671420,"Manufacturer, Wholesale",United States,8431.49,84.0,84314990,"CUP 'F'- CUP TESTER 13-3/8"" (68-72 LBS) P30579-01",1.0,EA,23.0805,1110.97
2020-01-23,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Minicircuits Lab,"13 Neptune Ave, Brooklyn, NY 11235, USA",,,,https://panjiva.com/Minicircuits-Lab/86784815,,United States,7217.2,72.0,72172091,CORE NO CC B.136X.077 4.3KROHS,30000.0,PCE,2.38,2015.01
2020-01-23,Goods Shipped,Dowell Anadrill Schlumberger,Indonesia,"Jl. Gatot Subroto No.42, RT.3/RW.2, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, Indonesia",https://panjiva.com/Dowell-Anadrill-Schlumberger/86451303,Manufacturer,Petroleum Equipment Supllies Fz,PO BOX 262644 JEBEL ALI FREE ZONE DUBAI AE,,,,https://panjiva.com/Petroleum-Equipment-Supllies-Fz/86783769,Wholesale,United States,4016.99,40.0,40169999,TOP PLUG RUBBER TYPE DESIGNED TO LATCH ON TOP OF BOTTOM PLUG.13-3/8 CASING 72 PPF P-110 DRIFT 1 DBRI34389Z,2.0,EA,76.4242,2491.81
2020-01-23,HS Code (2-digit),Rekondisi Teknologi Indonesia,Indonesia,"Jalan Raya Setu, Bantar Gebang, Padurenan, Mustikajaya, Cimuning, RT.003/RW.020, Cimuning, Kec. Mustika Jaya, Kota Bks, Jawa Barat 17155, Indonesia",https://panjiva.com/Rekondisi-Teknologi-Indonesia/86459707,,Aeromac Thermal Pte,629 ALJUNIED ROAD 0607 CITITECH INDUSTRIAL BUILDED,,,,https://panjiva.com/Aeromac-Thermal-Pte/86646459,Manufacturer,United States,7223.0,72.0,72230090,"TAFA 60T ARC SPRAY WIRE, DIA. 1/16"" (252 X 25 LBS) BAIK/BARU",6300.0,NMP,2857.63,17405.4
2020-01-23,HS Code (2-digit),Dirgantara Indonesia Industri Pesawat Terbang Nusanta,Indonesia,"Jl. Pajajaran No.154, Husen Sastranegara, Kec. Cicendo, Kota Bandung, Jawa Barat 40174, Indonesia",https://panjiva.com/Dirgantara-Indonesia-Industri-Pesawat-Terbang-Nusanta/86447960,,Igawara Industrial Service Trading Pte,NO 1 GATEWAY DRIVE 1111 15 WESTGATE TOWER 608531 SINGAPORE SINGAPORE608531,,,,https://panjiva.com/Igawara-Industrial-Service-Trading-Pte/88129381,"Trading Company, Wholesale",United States,7207.2,72.0,72072092,STEEL SHEET,5.0,PCE,255.0,3998.0
2020-01-23,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Minicircuits Lab,"13 Neptune Ave, Brooklyn, NY 11235, USA",,,,https://panjiva.com/Minicircuits-Lab/86784815,,United States,7217.2,72.0,72172091,CORE .100SQ .050H 7.5K    ROHS,40000.0,PCE,2.1,1779.38
2020-01-23,HS Code (2-digit),Travira Air,Indonesia,"Jl. Denpasar Raya, RT.7/RW.4, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950, Indonesia",https://panjiva.com/Travira-Air/86467118,,Boeing Distribution Services Inc.,"Chicago, IL, USA",,,,https://panjiva.com/Boeing-Distribution-Services-Inc/63231541,,United States,7223.0,72.0,72230090,ASTM-A580 SAFETY WIRE,10.0,EA,4.3368,282.0
2020-01-23,HS Code (2-digit),Dirgantara Indonesia Industri Pesawat Terbang Nusanta,Indonesia,"Jl. Pajajaran No.154, Husen Sastranegara, Kec. Cicendo, Kota Bandung, Jawa Barat 40174, Indonesia",https://panjiva.com/Dirgantara-Indonesia-Industri-Pesawat-Terbang-Nusanta/86447960,,Igawara Industrial Service Trading Pte,NO 1 GATEWAY DRIVE 1111 15 WESTGATE TOWER 608531 SINGAPORE SINGAPORE608531,,,,https://panjiva.com/Igawara-Industrial-Service-Trading-Pte/88129381,"Trading Company, Wholesale",United States,7219.35,72.0,72193500,STEEL SHEET,40.0,PCE,1041.0,22406.8
2020-01-23,HS Code (2-digit),Dirgantara Indonesia Industri Pesawat Terbang Nusanta,Indonesia,"Jl. Pajajaran No.154, Husen Sastranegara, Kec. Cicendo, Kota Bandung, Jawa Barat 40174, Indonesia",https://panjiva.com/Dirgantara-Indonesia-Industri-Pesawat-Terbang-Nusanta/86447960,,Igawara Industrial Service Trading Pte,NO 1 GATEWAY DRIVE 1111 15 WESTGATE TOWER 608531 SINGAPORE SINGAPORE608531,,,,https://panjiva.com/Igawara-Industrial-Service-Trading-Pte/88129381,"Trading Company, Wholesale",United States,7219.35,72.0,72193500,STEEL SHEET,5.0,PCE,212.0,1795.49
2020-01-23,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Minicircuits Lab,"13 Neptune Ave, Brooklyn, NY 11235, USA",,,,https://panjiva.com/Minicircuits-Lab/86784815,,United States,7217.2,72.0,72172091,CORE NAT .10SQ.07HT.001K  ROHS,10000.0,PCE,0.16,132.13
2020-01-23,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Minicircuits Lab,"13 Neptune Ave, Brooklyn, NY 11235, USA",,,,https://panjiva.com/Minicircuits-Lab/86784815,,United States,7217.2,72.0,72172091,CORE ORG B .070THK .035K  ROHS,50000.0,PCE,2.5,2119.62
2020-01-22,Goods Shipped,Intraco Penta Wahana,Indonesia,"Jl. Cakung Cilincing Raya, RT.5/RW.3, Semper Tim., Kec. Cilincing, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta, Indonesia",https://panjiva.com/Intraco-Penta-Wahana/86442713,,Doosan Bobcat Korea,26F DOOSAN TOWER 275 JANGCHUNGDANRO JUNGGU S,,,,https://panjiva.com/Doosan-Bobcat-Korea/86641485,,United States,8431.49,84.0,84314990,"SWEEPER 72, S/N. 783748252, 783748255, 783748278, 783748301 (ATTACHMENT UNTUK SSL) BAIK/BARU",4.0,PCE,1665.4964,13055.75
2020-01-21,HS Code (2-digit),Mattel Indonesia,Indonesia,"Jl. Industri Utama, Bekasi, Jawa Barat 17530, Indonesia",https://panjiva.com/Mattel-Indonesia/86431043,,Mcmaster Carr Supply,"200 Aurora Industrial Pkwy, Aurora, OH 44202, USA",,,,https://panjiva.com/Mcmaster-Carr-Supply/86786328,Wholesale,United States,7222.3,72.0,72223090,"ROTARY SHAFT 316 STAINLESS STEEL 8MM DIAMETER, 600MM LONG 1265K67",10.0,PCE,3.0,510.1
2020-01-21,HS Code (2-digit),Transportation Solutions Indonesia,Indonesia,"Jl. R.A.Kartini, RT.10/RW.4, Pd. Pinang, Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430, Indonesia",https://panjiva.com/Transportation-Solutions-Indonesia/86467522,Logistics,Ge Transportation Parts Llc,"2901 E Lake Rd, Erie, PA 16511, USA",christinak@ctsi-global.com,+1 814 875 5314,,https://panjiva.com/Ge-Transportation-Parts-Llc/40616537,Logistics,United States,7223.0,72.0,72230090,"WIRE, LOCK 1/16 X 8 FT  ORDER 92156110",1.0,EA,0.04,42.88
2020-01-21,HS Code (2-digit),Assab Steels Indonesia,Indonesia,"Jl. Rawagelam III Kav. 8-9 Rawa Terate Cakung Jakarta Timur DKI Jakarta, RW.9, Jatinegara, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13930, Indonesia",https://panjiva.com/Assab-Steels-Indonesia/86453911,,Voestalpine High Performance Metal Pacif,8 CROSS STREET 2704 05 06 MANULIFE TOWER SINGAP,,,,https://panjiva.com/Voestalpine-High-Performance-Metal-Pacif/86786435,Manufacturer,United States,7219.9,72.0,72199000,9010057614/6290070/9030020826 75090060/TAN ROYALLOY PLATE 80.000X1001.000MM,2.8389,TNE,2838.9,12859.08
2020-01-21,HS Code (2-digit),Assab Steels Indonesia,Indonesia,"Jl. Rawagelam III Kav. 8-9 Rawa Terate Cakung Jakarta Timur DKI Jakarta, RW.9, Jatinegara, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13930, Indonesia",https://panjiva.com/Assab-Steels-Indonesia/86453911,,Voestalpine High Performance Metal Pacif,8 CROSS STREET 2704 05 06 MANULIFE TOWER SINGAP,,,,https://panjiva.com/Voestalpine-High-Performance-Metal-Pacif/86786435,Manufacturer,United States,7219.9,72.0,72199000,9010057614/6290070/9030020826 75090056/TAN ROYALLOY PLATE 35.000 X 1005.000MM,1.0054,TNE,1005.4,4553.93
2020-01-21,Goods Shipped,Firmenich Indonesia,Indonesia,"Jl. Alternatif Cibubur, Cileungsi, Kec. Cileungsi, Bogor, Jawa Barat, Indonesia",https://panjiva.com/Firmenich-Indonesia/86446858,,Kalsec Inc.,"763 East Vine Street, Kalamazoo, MI 49001, USA",emaarmstrong@kalsec.com,+1 269 349 9711,,https://panjiva.com/Kalsec-Inc/36241299,,United States,3301.29,33.0,33012990,"967710 - OIL OF ONION, PURE (BAHAN BAKU PEMBUATAN AROMATIK) CAS NO 8002-72-0",32.0,KGM,32.0,40172.97
2020-01-21,HS Code (2-digit),Assab Steels Indonesia,Indonesia,"Jl. Rawagelam III Kav. 8-9 Rawa Terate Cakung Jakarta Timur DKI Jakarta, RW.9, Jatinegara, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13930, Indonesia",https://panjiva.com/Assab-Steels-Indonesia/86453911,,Voestalpine High Performance Metal Pacif,8 CROSS STREET 2704 05 06 MANULIFE TOWER SINGAP,,,,https://panjiva.com/Voestalpine-High-Performance-Metal-Pacif/86786435,Manufacturer,United States,7219.9,72.0,72199000,9010057625/6290085/9030020825 75090064/TAN ROYALLOY PLATE 127.000X1003.000MM,2.0069,TNE,2006.9,9692.1
2020-01-21,HS Code (2-digit),Transportation Solutions Indonesia,Indonesia,"Jl. R.A.Kartini, RT.10/RW.4, Pd. Pinang, Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430, Indonesia",https://panjiva.com/Transportation-Solutions-Indonesia/86467522,Logistics,Ge Transportation Parts Llc,"2901 E Lake Rd, Erie, PA 16511, USA",christinak@ctsi-global.com,+1 814 875 5314,,https://panjiva.com/Ge-Transportation-Parts-Llc/40616537,Logistics,United States,7223.0,72.0,72230090,"WIRE, LOCK 1/16 X 8 FT  ORDER 92156142",4.0,EA,0.16,171.52
2020-01-20,Goods Shipped,Petro Papua Energi,Indonesia,"Kabil, Nongsa, Batam City, Riau Islands, Indonesia",https://panjiva.com/Petro-Papua-Energi/86458517,,Ks Drilling Pte Crane Worldwide Logistics,11 TAMPINES CONCOURSE 0106 07 SINGAPORE 528729,,,,https://panjiva.com/Ks-Drilling-Pte-Crane-Worldwide-Logistics/86662834,Logistics,United States,8431.43,84.0,84314300,"TYPE ""F"" CUP TESTER ASSEMBLY áCOMPLETE FOR 13 3/8"". CASING WT RANGE áFROM 68 PPF THRU 72 PPF. á-              -              -",1.0,NMP,38.2976,1286.75
2020-01-20,Goods Shipped,Petro Papua Energi,Indonesia,"Kabil, Nongsa, Batam City, Riau Islands, Indonesia",https://panjiva.com/Petro-Papua-Energi/86458517,,Ks Drilling Pte Crane Worldwide Logistics,11 TAMPINES CONCOURSE 0106 07 SINGAPORE 528729,,,,https://panjiva.com/Ks-Drilling-Pte-Crane-Worldwide-Logistics/86662834,Logistics,United States,8431.43,84.0,84314300,"CUP FOR TYPE ""F"" 13 3/8"" BOP TESTER. CASING WT RANGE 68 PPF THRU 72 PPF.                       -              -              -",1.0,NMP,38.2976,725.0
2020-01-18,HS Code (2-digit),Waringin Jaya Steel Indonesia,Indonesia,"JL. Raya Bekasi - Karawang, Km. 30, Kedungwaringin, Waringinjaya, Kec. Kedungwaringin, Bekasi, Jawa Barat 17450, Indonesia",https://panjiva.com/Waringin-Jaya-Steel-Indonesia/86470683,,Hanwa Singapore Pte,ONE RAFLLES PLACE 1161 TOWER 2 SINGAPORE 048616,,,,https://panjiva.com/Hanwa-Singapore-Pte/86642523,Wholesale,United States,7204.49,72.0,72044900,PNS STEEL SCRAP FOR MELTING SCRAP LIMBAH,84.486,TNE,84486.0,27035.52
2020-01-17,HS Code (2-digit),Freeport Indonesia,Indonesia,"KAV X7 NO 6, Setiabudi No.5, RT.10/RW.1, Kuningan, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920, Indonesia",https://panjiva.com/Freeport-Indonesia/86444358,,Reily Electrical Supply,"Metairie, LA, USA",,,,https://panjiva.com/Reily-Electrical-Supply/88130760,Wholesale,United States,7222.3,72.0,72223010,3 INCH DIAMETER 5200448975-10,2.0,EA,124.3995,2749.42
2020-01-17,Goods Shipped,Mercedesbenz Indonesia,Indonesia,"Jl. Mercedes Benz, Wanaherang, Kec. Gn. Putri, Bogor, Jawa Barat, Indonesia",https://panjiva.com/Mercedesbenz-Indonesia/86469751,,Mercedesbenzag,70546 STUTTGART,,,,https://panjiva.com/Mercedesbenzag/86790035,,United States,8512.2,85.0,85122020,A 167 906 72 06 - TAIL LAMP COMBINATION RH R.E.DOOR LST (OEM) BAIK/BARU,24.0,PCE,205.071,1237.1
2020-01-17,HS Code (2-digit),Equiva Ligand Indonesia,Indonesia,"6, Tifa Arum Realty, Jl. Kuningan Bar. 1 No.26, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, Indonesia",https://panjiva.com/Equiva-Ligand-Indonesia/86448507,,Anton Paar Quanta,"1900 Corporate Dr, Boynton Beach, FL 33426, USA",,,,https://panjiva.com/Anton-Paar-Quanta/68704432,,United States,7207.19,72.0,72071900,DRILL BLANK #49 B/HEAD REMOVAL KOND:BAIK/BARU,1.0,EA,1.8,3.08
2020-01-17,HS Code (2-digit),Dirgantara Indonesia Industri Pesawat Terbang Nusanta,Indonesia,"Jl. Pajajaran No.154, Husen Sastranegara, Kec. Cicendo, Kota Bandung, Jawa Barat 40174, Indonesia",https://panjiva.com/Dirgantara-Indonesia-Industri-Pesawat-Terbang-Nusanta/86447960,,Igawara Industrial Service Trading Pte,NO 1 GATEWAY DRIVE 1111 15 WESTGATE TOWER 608531 SINGAPORE SINGAPORE608531,,,,https://panjiva.com/Igawara-Industrial-Service-Trading-Pte/88129381,"Trading Company, Wholesale",United States,7207.11,72.0,72071100,STEEL RECT (STEEL FLAT BAR),11.0,PCE,607.75,28968.51
2020-01-17,HS Code (2-digit),Jakarta Central Asia Steel,Indonesia,"No.Km, Jl. Raya Bekasi No.21-22, RT.9/RW.5, Rw. Terate, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13290, Indonesia",https://panjiva.com/Jakarta-Central-Asia-Steel/86440416,,Taison Global Metals,"1520 Bridgegate Dr, Diamond Bar, CA 91765, USA",,,,https://panjiva.com/Taison-Global-Metals/86791570,,United States,7204.49,72.0,72044900,BUSHELLING  STEEL SCRAP,482.742,TNE,482742.0,142408.89
2020-01-17,HS Code (2-digit),Dirgantara Indonesia Industri Pesawat Terbang Nusanta,Indonesia,"Jl. Pajajaran No.154, Husen Sastranegara, Kec. Cicendo, Kota Bandung, Jawa Barat 40174, Indonesia",https://panjiva.com/Dirgantara-Indonesia-Industri-Pesawat-Terbang-Nusanta/86447960,,Igawara Industrial Service Trading Pte,NO 1 GATEWAY DRIVE 1111 15 WESTGATE TOWER 608531 SINGAPORE SINGAPORE608531,,,,https://panjiva.com/Igawara-Industrial-Service-Trading-Pte/88129381,"Trading Company, Wholesale",United States,7207.2,72.0,72072092,STEEL SHEET,3.0,PCE,100.25,4778.58
2020-01-17,Goods Shipped,Bambang Djaja,Indonesia,"Jl. Rungkut Industri III No.56, Rungkut Menanggal, Kec. Gn. Anyar, Kota SBY, Jawa Timur 60293, Indonesia",https://panjiva.com/Bambang-Djaja/86449541,,Faxolif Industries Pte,75 TECH PARK CRESCENT SINGAPORE 638070,,,,https://panjiva.com/Faxolif-Industries-Pte/86664826,Manufacturer,United States,8535.21,85.0,85352110,"CONNECTOR ASSEMBLY CON-630-6 (72"")",3.0,PCE,8.1255,290.27
2020-01-16,Goods Shipped,Elnusa Tbk,Indonesia,"KAV 1 B, Graha Elnusa, Jl. Tahi Bonar Simatupang, RT.10/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560, Indonesia",https://panjiva.com/Elnusa-Tbk/86448463,,Raah International Pte,10 UBI CRESCENT UBI TECHPARK 0356 LOBBY C SINGAP,,,,https://panjiva.com/Raah-International-Pte/86787460,,United States,8205.59,82.0,82055900,"NRB SHT_SHT2-72 72"" TYPE 2 WITH PUSH-PULL TOOLING HEAD",3.0,PCE,7.5,1653.0
